9.66086,2.86555,0
5.97520,4.31717,0
8.36452,1.350729,1
2.72186,2.48657,0
3.98244,2.80673,0
5.09076656073 , 1.99695498843,0
7.7866117889 , 1.83077453479,0
3.71344194191 , 1.06876641498,0
2.67018928812 , 2.04513518805,0
5.06108763537 , 3.58175695797,0
4.45406680623 , 2.93880422719,0
8.26478754962 , 3.5586375106,0
6.99454151593 , 3.86406888249,0
6.37150908835 , 3.19710666334,0
6.15210915693 , 1.93792530392,0
6.6106127012 , 1.5294292501,0
11.7294986014 , 2.60963927329,1
6.86843534277 , 1.56327884544,1
8.83697125437 , 0.986892322035,1
5.24503396188 , 0.629847638229,1
5.47018723519 , 1.21356153343,1
5.71481214666 , 1.47966507205,1
5.61291274293 , 3.54293233402,0
7.95763871816 , 6.40135962152,0
4.10755259628 , 4.64497749599,0
2.78561608319 , 4.01398502505,0
4.42847691202 , 3.25149047861,0
8.9651063203 , 2.10050027792,0
7.75947210562 , 0.972912567213,1
10.2953357018 , 1.29812228055,1
5.07209503392 , 0.781822747212,1
16.0103497163 , 3.49530894058,1
4.84611450358 , 0.72928045548,1
8.73051762258 , 3.65665496179,0
7.70008908233 , 2.33693888438,0
10.3553954643 , 5.05248961368,0
5.19099777023 , 3.84297724509,0
7.31261003367 , 2.83197746861,1
3.10086638691 , 0.995885078588,1
2.51499873493 , 0.926497716035,1
